id,titulo,disciplina,ano,status,id_anterior,titulo_anterior,disciplina_anterior,ano_anterior,status_anterior
20245,Situações-problemas com as quatro operações,Matemática,4,1,71,Adição por reagrupamento,Matemática,3,1
20245,Situações-problemas com as quatro operações,Matemática,4,1,24,Multiplicação,Matemática,3,1
20245,Situações-problemas com as quatro operações,Matemática,4,1,20243,Divisão: Situações problemas com agrupamentos,Matemática,3,1
20246,O milhar,Matemática,3,1,10042,As centenas,Matemática,2,1
20246,O milhar,Matemática,3,1,10027,Sistema de numeração decimal,Matemática,2,1
20248,Problemas em tabelas - dobro e triplo,Matemática,2,1,20244,Multiplicação - organização retangular,Matemática,2,1
20249,Princípio multiplicativo de contagem,Matemática,5,1,20362,Multiplicação e divisão de números racionais,Matemática,5,1
20249,Princípio multiplicativo de contagem,Matemática,5,1,73,Cálculo mental,Matemática,4,0
20249,Princípio multiplicativo de contagem,Matemática,5,1,20095,Multiplicação com dois algarismos,Matemática,4,1
20250,Medidas de capacidade - cheio ou vazio?,Matemática,2,1,10027,Sistema de numeração decimal,Matemática,2,1
20251,Multiplicação e Divisão na prática,Matemática,4,1,20181,"Multiplicação por 10, 100 e 1.000",Matemática,4,1
20251,Multiplicação e Divisão na prática,Matemática,4,1,20095,Multiplicação com dois algarismos,Matemática,4,1
20251,Multiplicação e Divisão na prática,Matemática,4,1,73,Cálculo mental,Matemática,4,0
20251,Multiplicação e Divisão na prática,Matemática,4,1,34,Divisão - Problemas,Matemática,4,1
20251,Multiplicação e Divisão na prática,Matemática,4,1,20269,Divisão exata e não exata,Matemática,4,1
20251,Multiplicação e Divisão na prática,Matemática,4,1,20266,Divisão por estimativas - cálculo mental,Matemática,4,1
20251,Multiplicação e Divisão na prática,Matemática,4,1,24,Multiplicação,Matemática,3,1
20251,Multiplicação e Divisão na prática,Matemática,4,1,20243,Divisão: Situações problemas com agrupamentos,Matemática,3,1
20256,Multiplicação na reta numérica,Matemática,4,1,20181,"Multiplicação por 10, 100 e 1.000",Matemática,4,1
20256,Multiplicação na reta numérica,Matemática,4,1,20095,Multiplicação com dois algarismos,Matemática,4,1
20256,Multiplicação na reta numérica,Matemática,4,1,73,Cálculo mental,Matemática,4,0
20256,Multiplicação na reta numérica,Matemática,4,1,20099,Múltiplos,Matemática,4,1
20256,Multiplicação na reta numérica,Matemática,4,1,24,Multiplicação,Matemática,3,1
20256,Multiplicação na reta numérica,Matemática,4,1,20288,Ordenação e comparação de números na reta numérica,Matemática,3,1
20265,Conto de mistério e conto fantástico,L. Portuguesa,5,1,20787,Interpretando textos,L. Portuguesa,5,1
20265,Conto de mistério e conto fantástico,L. Portuguesa,5,1,20431,Todo texto parte de uma ideia,L. Portuguesa,5,1
20266,Divisão por estimativas - cálculo mental,Matemática,4,1,20269,Divisão exata e não exata,Matemática,4,1
20266,Divisão por estimativas - cálculo mental,Matemática,4,1,20243,Divisão: Situações problemas com agrupamentos,Matemática,3,1
20269,Divisão exata e não exata,Matemática,4,1,20095,Multiplicação com dois algarismos,Matemática,4,1
20269,Divisão exata e não exata,Matemática,4,1,34,Divisão - Problemas,Matemática,4,1
20269,Divisão exata e não exata,Matemática,4,1,20243,Divisão: Situações problemas com agrupamentos,Matemática,3,1
20270,Operações inversas,Matemática,4,1,20251,Multiplicação e Divisão na prática,Matemática,4,1
20270,Operações inversas,Matemática,4,1,24,Multiplicação,Matemática,3,1
20270,Operações inversas,Matemática,4,1,20243,Divisão: Situações problemas com agrupamentos,Matemática,3,1
20287,Tipos de frases,L. Portuguesa,4,1,20101,Aposto e vocativo,L. Portuguesa,4,1
20287,Tipos de frases,L. Portuguesa,4,1,20234,Reforço de pontuação,L. Portuguesa,4,0
20287,Tipos de frases,L. Portuguesa,4,1,10008,Pontuação,L. Portuguesa,3,1
20287,Tipos de frases,L. Portuguesa,4,1,20298,Textos instrucionais: receitas,L. Portuguesa,3,1
20288,Ordenação e comparação de números na reta numérica,Matemática,3,1,20246,O milhar,Matemática,3,1
20288,Ordenação e comparação de números na reta numérica,Matemática,3,1,10042,As centenas,Matemática,2,1
20292,Verbos: Número – Singular e plural,L. Portuguesa,4,0,20391,Concordância verbal,L. Portuguesa,4,1
20345,Textos instrucionais,L. Portuguesa,5,1,20787,Interpretando textos,L. Portuguesa,5,1
20345,Textos instrucionais,L. Portuguesa,5,1,20394,"Forma de composição do texto /  regra de jogo, tutorial, receita",L. Portuguesa,4,1
20346,"O humor nos textos: anedotas, piadas e cartum",L. Portuguesa,5,1,20787,Interpretando textos,L. Portuguesa,5,1
20346,"O humor nos textos: anedotas, piadas e cartum",L. Portuguesa,5,1,20431,Todo texto parte de uma ideia,L. Portuguesa,5,1
20347,Textos da vida social e cotidiana,L. Portuguesa,5,1,20787,Interpretando textos,L. Portuguesa,5,1
20348,Elementos utilizados em quadrinhos e tirinhas,L. Portuguesa,5,1,20787,Interpretando textos,L. Portuguesa,5,1
20348,Elementos utilizados em quadrinhos e tirinhas,L. Portuguesa,5,1,20431,Todo texto parte de uma ideia,L. Portuguesa,5,1
20348,Elementos utilizados em quadrinhos e tirinhas,L. Portuguesa,5,1,20413,Texto com ilustrações - manual de instruções,L. Portuguesa,4,0
20350,O uso de sinônimos e pronomes,L. Portuguesa,5,1,20396,Pronomes pessoais e pronomes possessivos,L. Portuguesa,4,1
20350,O uso de sinônimos e pronomes,L. Portuguesa,5,1,10002,Pronomes de tratamento,L. Portuguesa,4,1
20352,Exercitando o uso da pontuação,L. Portuguesa,5,1,20390,Pontuação - 4º ano,L. Portuguesa,4,1
20352,Exercitando o uso da pontuação,L. Portuguesa,5,1,20234,Reforço de pontuação,L. Portuguesa,4,0
20361,Adição e subtração de números naturais e racionais,Matemática,5,1,20368,Frações equivalentes - Parte 1,Matemática,5,1
20361,Adição e subtração de números naturais e racionais,Matemática,5,1,76,Representação decimal de números fracionários.,Matemática,5,1
20362,Multiplicação e divisão de números racionais,Matemática,5,1,20368,Frações equivalentes - Parte 1,Matemática,5,1
20362,Multiplicação e divisão de números racionais,Matemática,5,1,76,Representação decimal de números fracionários.,Matemática,5,1
20362,Multiplicação e divisão de números racionais,Matemática,5,1,20245,Situações-problemas com as quatro operações,Matemática,4,1
20363,Relações de igualdade e equivalência,Matemática,5,1,20245,Situações-problemas com as quatro operações,Matemática,4,1
20364,Relações de igualdade e situações - problema,Matemática,5,1,20363,Relações de igualdade e equivalência,Matemática,5,1
20364,Relações de igualdade e situações - problema,Matemática,5,1,20245,Situações-problemas com as quatro operações,Matemática,4,1
20364,Relações de igualdade e situações - problema,Matemática,5,1,20251,Multiplicação e Divisão na prática,Matemática,4,1
20364,Relações de igualdade e situações - problema,Matemática,5,1,20270,Operações inversas,Matemática,4,1
20365,Figuras geométricas espaciais,Matemática,5,1,20366,Figuras geométricas planas,Matemática,5,1
20365,Figuras geométricas espaciais,Matemática,5,1,20401,Prismas e pirâmides,Matemática,4,1
20367,Representação fracionária dos números racionais,Matemática,5,1,28,Fração de uma quantidade,Matemática,5,1
20367,Representação fracionária dos números racionais,Matemática,5,1,20152,Frações Unitárias,Matemática,4,1
20368,Frações equivalentes - Parte 1,Matemática,5,1,20152,Frações Unitárias,Matemática,4,1
20369,Representações fracionária e decimal,Matemática,5,1,20368,Frações equivalentes - Parte 1,Matemática,5,1
20369,Representações fracionária e decimal,Matemática,5,1,76,Representação decimal de números fracionários.,Matemática,5,1
20369,Representações fracionária e decimal,Matemática,5,1,28,Fração de uma quantidade,Matemática,5,1
20369,Representações fracionária e decimal,Matemática,5,1,20367,Representação fracionária dos números racionais,Matemática,5,1
20369,Representações fracionária e decimal,Matemática,5,1,20152,Frações Unitárias,Matemática,4,1
20373,Trabalhando com grandezas e medidas,Matemática,5,1,20361,Adição e subtração de números naturais e racionais,Matemática,5,1
20373,Trabalhando com grandezas e medidas,Matemática,5,1,20362,Multiplicação e divisão de números racionais,Matemática,5,1
20373,Trabalhando com grandezas e medidas,Matemática,5,1,20148,Cálculos com horas e minutos,Matemática,4,1
20373,Trabalhando com grandezas e medidas,Matemática,5,1,20464,Áreas de figuras em malhas quadriculadas,Matemática,4,1
20373,Trabalhando com grandezas e medidas,Matemática,5,1,20465,Medidas de temperatura,Matemática,4,1
20374,Problemas com perímetros e áreas,Matemática,5,1,20373,Trabalhando com grandezas e medidas,Matemática,5,1
20374,Problemas com perímetros e áreas,Matemática,5,1,20464,Áreas de figuras em malhas quadriculadas,Matemática,4,1
20376,Cálculo da probabilidade em eventos aleatórios,Matemática,5,1,20367,Representação fracionária dos números racionais,Matemática,5,1
20376,Cálculo da probabilidade em eventos aleatórios,Matemática,5,1,20467,Análise de chances de eventos aleatórios,Matemática,4,1
20388,Ditongo,L. Portuguesa,4,1,20137,"Encontro Vocálico: Ditongo, Tritongo e Hiato",L. Portuguesa,4,1
20388,Ditongo,L. Portuguesa,4,1,142,"Encontros vocálicos: ditongo, tritongo e hiato",L. Portuguesa,4,0
20388,Ditongo,L. Portuguesa,4,1,20231,Separação silábica,L. Portuguesa,3,1
20390,Pontuação - 4º ano,L. Portuguesa,4,1,20101,Aposto e vocativo,L. Portuguesa,4,1
20390,Pontuação - 4º ano,L. Portuguesa,4,1,10008,Pontuação,L. Portuguesa,3,1
20391,Concordância verbal,L. Portuguesa,4,1,20091,Verbos de enunciação no discurso direto e indireto,L. Portuguesa,4,1
20393,Concordância nominal,L. Portuguesa,4,1,10000,Substantivos biformes,L. Portuguesa,4,1
20393,Concordância nominal,L. Portuguesa,4,1,20219,Artigos,L. Portuguesa,4,1
20394,"Forma de composição do texto /  regra de jogo, tutorial, receita",L. Portuguesa,4,1,20298,Textos instrucionais: receitas,L. Portuguesa,3,1
20394,"Forma de composição do texto /  regra de jogo, tutorial, receita",L. Portuguesa,4,1,20201,Texto instrucional,L. Portuguesa,3,1
20399,Grandezas diretamente proporcionais,Matemática,5,1,20367,Representação fracionária dos números racionais,Matemática,5,1
20399,Grandezas diretamente proporcionais,Matemática,5,1,20362,Multiplicação e divisão de números racionais,Matemática,5,1
20399,Grandezas diretamente proporcionais,Matemática,5,1,20269,Divisão exata e não exata,Matemática,4,1
20399,Grandezas diretamente proporcionais,Matemática,5,1,20095,Multiplicação com dois algarismos,Matemática,4,1
20400,Operações fundamentais com números naturais,Matemática,4,1,20462,Propriedades da igualdade,Matemática,4,1
20400,Operações fundamentais com números naturais,Matemática,4,1,71,Adição por reagrupamento,Matemática,3,1
20400,Operações fundamentais com números naturais,Matemática,4,1,24,Multiplicação,Matemática,3,1
20400,Operações fundamentais com números naturais,Matemática,4,1,20243,Divisão: Situações problemas com agrupamentos,Matemática,3,1
20411,Forma de composição de textos dramáticos,L. Portuguesa,4,1,20421,Textos Dramáticos - 4º ano,L. Portuguesa,4,1
20415,Ideia central do texto: lenda e fábula,L. Portuguesa,4,1,20422,Elementos da estrutura narrativa: lenda e fábula,L. Portuguesa,4,1
20415,Ideia central do texto: lenda e fábula,L. Portuguesa,4,1,20196,Sequência de fatos,L. Portuguesa,3,0
20422,Elementos da estrutura narrativa: lenda e fábula,L. Portuguesa,4,1,20196,Sequência de fatos,L. Portuguesa,3,0
20423,"Elementos da narrativa: lenda e fábula  (cenário, personagens, conflito gerador, resolução e foco)",L. Portuguesa,4,1,20196,Sequência de fatos,L. Portuguesa,3,0
20424,Estudando concordância verbal,L. Portuguesa,5,1,20391,Concordância verbal,L. Portuguesa,4,1
20424,Estudando concordância verbal,L. Portuguesa,5,1,20292,Verbos: Número – Singular e plural,L. Portuguesa,4,0
20424,Estudando concordância verbal,L. Portuguesa,5,1,20233,Conjugações verbais e verbos auxiliares,L. Portuguesa,4,1
20425,"Palavras primitivas, derivadas e compostas",L. Portuguesa,5,1,10043,"Sufixos: - oso/osa, - ez/eza, - ês/esa",L. Portuguesa,4,1
20425,"Palavras primitivas, derivadas e compostas",L. Portuguesa,5,1,46,Substantivos primitivos e derivados,L. Portuguesa,4,1
20431,Todo texto parte de uma ideia,L. Portuguesa,5,1,20787,Interpretando textos,L. Portuguesa,5,1
20431,Todo texto parte de uma ideia,L. Portuguesa,5,1,20415,Ideia central do texto: lenda e fábula,L. Portuguesa,4,1
20461,Números racionais e o Sistema Monetário,Matemática,4,1,20779,Fração de uma quantidade,Matemática,4,1
20461,Números racionais e o Sistema Monetário,Matemática,4,1,20152,Frações Unitárias,Matemática,4,1
20462,Propriedades da igualdade,Matemática,4,1,71,Adição por reagrupamento,Matemática,3,1
20464,Áreas de figuras em malhas quadriculadas,Matemática,4,1,20095,Multiplicação com dois algarismos,Matemática,4,1
20464,Áreas de figuras em malhas quadriculadas,Matemática,4,1,70,Trajeto em malha quadriculada,Matemática,3,1
20468,Tratamento dos dados de pesquisa,Matemática,4,1,10007,Estatística,Matemática,4,1
20559,As sílabas por dentro das palavras,L. Portuguesa,1,1,20630,Sílabas e mais sílabas,L. Portuguesa,1,1
20559,As sílabas por dentro das palavras,L. Portuguesa,1,1,20769,Construindo o nome das coisas,L. Portuguesa,1,1
20629,Você realmente conhece o alfabeto?,L. Portuguesa,1,1,10018,As vogais,L. Portuguesa,1,1
20629,Você realmente conhece o alfabeto?,L. Portuguesa,1,1,10037,As consoantes,L. Portuguesa,1,1
20629,Você realmente conhece o alfabeto?,L. Portuguesa,1,1,20759,"Alfabeto - sons, letras e ordem",L. Portuguesa,1,1
20630,Sílabas e mais sílabas,L. Portuguesa,1,1,20769,Construindo o nome das coisas,L. Portuguesa,1,1
20639,Explorando textos: leitura e interpretação,L. Portuguesa,2,1,20635,Elementos da narrativa,L. Portuguesa,1,1
